"apt1_apt_name" "apt2_apt_name" "total_pax_tp" "grp_name" "apt1_id" "apt2_id"
"326" "ISLES OF SCILLY (ST.MARYS)" "SOUTHAMPTON" 0 "Other Reporting Airports" 40 54
"327" "JERSEY" "LEEDS BRADFORD" 16104 "Other Reporting Airports" 41 44
"328" "JERSEY" "LIVERPOOL (JOHN LENNON)" 86442 "Other Reporting Airports" 41 46
"329" "JERSEY" "MANCHESTER" 51168 "Other Reporting Airports" 41 47
"330" "JERSEY" "MANSTON (KENT INT)" 0 "Other Reporting Airports" 41 48
"331" "JERSEY" "NEWCASTLE" 17878 "Other Reporting Airports" 41 49
"332" "JERSEY" "NORWICH" 2747 "Other Reporting Airports" 41 51
"333" "JERSEY" "OXFORD (KIDLINGTON)" 92 "Other Reporting Airports" 41 53
"334" "JERSEY" "SOUTHAMPTON" 160314 "Other Reporting Airports" 41 54
"335" "KIRKWALL" "NORTH RONALDSAY" 6570 "Other Reporting Airports" 42 62
"336" "KIRKWALL" "PAPA WESTRAY" 4190 "Other Reporting Airports" 42 63
"337" "KIRKWALL" "SANDAY" 2921 "Other Reporting Airports" 42 64
"338" "KIRKWALL" "STRONSAY" 3084 "Other Reporting Airports" 42 65
"339" "KIRKWALL" "SUMBURGH" 8739 "Other Reporting Airports" 42 56
"340" "KIRKWALL" "WESTRAY" 3365 "Other Reporting Airports" 42 66
"341" "LANDS END (ST JUST)" "NEWQUAY" 0 "Other Reporting Airports" 43 50
"342" "LEEDS BRADFORD" "MANCHESTER" 0 "Other Reporting Airports" 44 47
"343" "LEEDS BRADFORD" "NEWQUAY" 0 "Other Reporting Airports" 44 50
"344" "LEEDS BRADFORD" "SOUTH MARSTON" 45 "Other Reporting Airports" 44 58
"345" "LEEDS BRADFORD" "SOUTHAMPTON" 59650 "Other Reporting Airports" 44 54
"346" "LERWICK (TINGWALL)" "OUT SKERRIES" 180 "Other Reporting Airports" 45 67
"347" "LERWICK (TINGWALL)" "PAPA STOUR" 29 "Other Reporting Airports" 45 68
"348" "LERWICK (TINGWALL)" "SUMBURGH" 0 "Other Reporting Airports" 45 56
"349" "LIVERPOOL (JOHN LENNON)" "NEWCASTLE" 326 "Other Reporting Airports" 46 49
"350" "LIVERPOOL (JOHN LENNON)" "NEWQUAY" 5848 "Other Reporting Airports" 46 50
"351" "LIVERPOOL (JOHN LENNON)" "NORWICH" 220 "Other Reporting Airports" 46 51
"352" "LIVERPOOL (JOHN LENNON)" "SOUTHAMPTON" 233 "Other Reporting Airports" 46 54
"353" "MANCHESTER" "NEWCASTLE" 726 "Other Reporting Airports" 47 49
"354" "MANCHESTER" "NEWQUAY" 32570 "Other Reporting Airports" 47 50
"355" "MANCHESTER" "NORWICH" 30302 "Other Reporting Airports" 47 51
"356" "MANCHESTER" "SOUTHAMPTON" 121044 "Other Reporting Airports" 47 54
"357" "MANCHESTER" "STORNOWAY" 166 "Other Reporting Airports" 47 55
"358" "MANSTON (KENT INT)" "NEWCASTLE" 243 "Other Reporting Airports" 48 49
"359" "MANSTON (KENT INT)" "NEWQUAY" 0 "Other Reporting Airports" 48 50
"360" "NEWCASTLE" "NEWQUAY" 2384 "Other Reporting Airports" 49 50
"361" "NEWCASTLE" "NORWICH" 298 "Other Reporting Airports" 49 51
"362" "NEWCASTLE" "SOUTHAMPTON" 91064 "Other Reporting Airports" 49 54
"363" "NEWCASTLE" "WARTON" 0 "Other Reporting Airports" 49 69
"364" "NEWQUAY" "NORWICH" 1907 "Other Reporting Airports" 50 51
"365" "NORWICH" "SOUTHAMPTON" 107 "Other Reporting Airports" 51 54
"366" "NORWICH" "WARTON" 6 "Other Reporting Airports" 51 69
"367" "SCATSTA" "TURWESTON" 0 "Other Reporting Airports" 52 70
"368" "SCATSTA" "WOODVALE" 0 "Other Reporting Airports" 52 71
